Date,Open,High,Low,Close,Adj Close,Volume,News
19-03-2020,324.329987,348.51001,316.820007,332.029999,332.029999,10616000,
20-03-2020,342.309998,350.48999,332,332.829987,332.829987,10853800,
23-03-2020,347.890015,366.109985,340.880005,360.269989,360.269989,13449400,
24-03-2020,369.98999,372.929993,353.029999,357.320007,357.320007,11638700,
25-03-2020,361.019989,362,339.170013,342.390015,342.390015,8767200,
26-03-2020,344,363.839996,341.730011,362.98999,362.98999,7229600,
27-03-2020,359.089996,368.559998,353,357.119995,357.119995,7948800,
30-03-2020,363,377.799988,361.170013,370.959991,370.959991,8622000,
31-03-2020,367.929993,383.01001,366.440002,375.5,375.5,9366500,
01-04-2020,376.049988,380.230011,361.019989,364.079987,364.079987,6672500,
02-04-2020,364.079987,370.98999,360.059998,370.079987,370.079987,4592500,
03-04-2020,367.470001,370.899994,357.51001,361.76001,361.76001,4860800,
06-04-2020,365.220001,380.290009,361.709991,379.959991,379.959991,8183900,
07-04-2020,380,381.329987,369.339996,372.279999,372.279999,7046400,
08-04-2020,374.01001,378.390015,368.309998,371.119995,371.119995,6908900,
09-04-2020,371.059998,372.100006,363.029999,370.720001,370.720001,7711300,
13-04-2020,371.309998,400.51001,367.700012,396.720001,396.720001,11692900,
14-04-2020,397.5,417.820007,394.850006,413.549988,413.549988,11581000,
15-04-2020,413,434.980011,412.25,426.75,426.75,13561200,
16-04-2020,437,449.519989,431.609985,439.170013,439.170013,16128700,
17-04-2020,431,432,414.700012,422.959991,422.959991,12616300,
20-04-2020,435.170013,444.48999,430.559998,437.48999,437.48999,12655800,
21-04-2020,444.769989,447,425.600006,433.829987,433.829987,23177600,
22-04-2020,429.730011,433,413,421.420013,421.420013,21084800,
23-04-2020,419.26001,438.410004,419.26001,426.700012,426.700012,13952300,
24-04-2020,425,427.170013,415.880005,424.98999,424.98999,8658900,
27-04-2020,425,429,420.839996,421.380005,421.380005,6277500,
28-04-2020,419.98999,421,402.910004,403.829987,403.829987,10101200,
29-04-2020,399.529999,415.859985,393.600006,411.890015,411.890015,9693100,
30-04-2020,410.309998,424.440002,408,419.850006,419.850006,7954000,
01-05-2020,415.100006,427.970001,411.730011,415.269989,415.269989,8299900,
04-05-2020,417.779999,428.540009,414.869995,428.149994,428.149994,7799100,
05-05-2020,427.559998,431,421.559998,424.679993,424.679993,6286300,
06-05-2020,429.299988,439.769989,426.390015,434.26001,434.26001,6660700,
07-05-2020,436.890015,438.880005,430.660004,436.529999,436.529999,5641900,
08-05-2020,434.140015,442,433.640015,435.549988,435.549988,5049300,
11-05-2020,436.329987,444.890015,435.559998,440.519989,440.519989,5486000,
12-05-2020,442,444.170013,431.359985,431.820007,431.820007,4598200,
13-05-2020,435.690002,447,427.269989,438.269989,438.269989,7014600,
14-05-2020,444.899994,452.380005,432.820007,441.950012,441.950012,9007500,
15-05-2020,440.700012,455,437.51001,454.190002,454.190002,7244000,
18-05-2020,451.160004,456.359985,443.350006,452.579987,452.579987,7773500,
19-05-2020,453.399994,458.970001,450.470001,451.040009,451.040009,4810500,
20-05-2020,454.25,455.809998,444,447.670013,447.670013,5607300,
21-05-2020,448.559998,448.959991,430.25,436.25,436.25,9117300,
22-05-2020,437,439.089996,427.179993,429.320007,429.320007,5422300,
26-05-2020,427.769989,428.5,413.140015,414.769989,414.769989,7881100,
27-05-2020,410.380005,420.019989,397.859985,419.890015,419.890015,10446300,
28-05-2020,417.23999,422.369995,411.5,413.440002,413.440002,5655100,
29-05-2020,417.459991,420.299988,411.850006,419.730011,419.730011,5254900,
01-06-2020,418.829987,426.720001,415.980011,425.920013,425.920013,3743700,
02-06-2020,425.869995,427.589996,419.459991,427.309998,427.309998,3494800,
03-06-2020,426.950012,427.100006,418.049988,421.970001,421.970001,4316000,
04-06-2020,422.390015,428.709991,410.029999,414.329987,414.329987,5410500,
05-06-2020,407.290009,420.23999,404.25,419.600006,419.600006,5099600,
08-06-2020,416,420.799988,406.5,419.48999,419.48999,5851500,
09-06-2020,421.649994,434.730011,420.309998,434.049988,434.049988,6797000,
10-06-2020,436,439.690002,430.549988,434.480011,434.480011,4896900,
11-06-2020,428.200012,445.570007,424.160004,425.559998,425.559998,7462900,
12-06-2020,429,434.059998,412.450012,418.070007,418.070007,6461100,
15-06-2020,421.399994,426.48999,415.420013,425.5,425.5,4467900,
16-06-2020,425.76001,437.959991,425.179993,436.130005,436.130005,5507900,
17-06-2020,441.820007,450.459991,439.220001,447.769989,447.769989,6529600,
18-06-2020,448.730011,452.76001,442.799988,449.869995,449.869995,4277600,
19-06-2020,449.119995,453.970001,445.600006,453.720001,453.720001,5934500,
22-06-2020,455.01001,468.589996,454.209991,468.040009,468.040009,6272100,
23-06-2020,466.5,474.01001,464.5,466.26001,466.26001,5948400,
24-06-2020,468.540009,472.359985,454,457.850006,457.850006,4826200,
25-06-2020,458.859985,467.01001,454,465.910004,465.910004,4134500,
26-06-2020,466.390015,468.029999,442.23999,443.399994,443.399994,6804700,
29-06-2020,445.230011,447.670013,432.140015,447.23999,447.23999,4844000,
30-06-2020,450.019989,457.589996,447,455.040009,455.040009,4198500,
01-07-2020,454,488.230011,454,485.640015,485.640015,9705900,
02-07-2020,485.640015,492.279999,475.529999,476.890015,476.890015,6351500,
06-07-2020,480.769989,499.5,479.799988,493.809998,493.809998,7839000,
07-07-2020,497.309998,504.820007,490.829987,493.160004,493.160004,5669900,
08-07-2020,498.579987,505.100006,493.809998,502.779999,502.779999,5691700,
09-07-2020,508.399994,510,495.779999,507.76001,507.76001,5840500,
10-07-2020,519.72998,555.880005,511.279999,548.72998,548.72998,21605600,
13-07-2020,567.97998,575.369995,520.960022,525.5,525.5,18399000,
14-07-2020,517.080017,525.5,490.48999,524.880005,524.880005,15083300,
15-07-2020,516.299988,529,510.179993,523.26001,523.26001,10066700,
16-07-2020,526.47998,535.539978,504.359985,527.390015,527.390015,24499000,
17-07-2020,494.869995,503.589996,484.140015,492.98999,492.98999,24991400,
20-07-2020,489.140015,504.5,484.200012,502.410004,502.410004,11940300,
21-07-2020,506,506.220001,488.609985,490.100006,490.100006,9113700,
22-07-2020,492.190002,497.200012,487.200012,489.820007,489.820007,6954100,
23-07-2020,491.130005,491.899994,472.019989,477.579987,477.579987,7722000,
24-07-2020,468.769989,487.170013,467.540009,480.450012,480.450012,7746200,
27-07-2020,484.51001,496.920013,482.309998,495.649994,495.649994,7863100,
28-07-2020,496.019989,497.790009,487.76001,488.51001,488.51001,5986700,
29-07-2020,492.25,494.920013,484.130005,484.480011,484.480011,6611800,
30-07-2020,480.709991,488.350006,477.51001,485.799988,485.799988,6608600,
31-07-2020,488.290009,494.799988,484.5,488.880005,488.880005,5916300,
03-08-2020,490.859985,503.089996,490.230011,498.619995,498.619995,5873100,
04-08-2020,498.649994,510.440002,498.649994,509.640015,509.640015,5608000,
05-08-2020,508.679993,510.100006,501.200012,502.109985,502.109985,4308200,
06-08-2020,504.109985,510.820007,498.700012,509.079987,509.079987,3725900,
07-08-2020,505.450012,508.290009,486.679993,494.730011,494.730011,5910300,
10-08-2020,493.350006,497.459991,478.630005,483.380005,483.380005,4691200,
11-08-2020,479.75,480.920013,466.549988,466.929993,466.929993,7329200,
12-08-2020,471.339996,482.48999,470.179993,475.470001,475.470001,5439200,
13-08-2020,478.399994,484.450012,476.450012,481.329987,481.329987,3008900,
14-08-2020,482.820007,488.329987,480.209991,482.679993,482.679993,2943500,
17-08-2020,484.190002,486.23999,479.100006,482.350006,482.350006,2423500,
18-08-2020,484.350006,495.299988,482.799988,491.869995,491.869995,3505500,
19-08-2020,493.929993,494.5,483.5,484.529999,484.529999,3156200,
20-08-2020,484.690002,498.940002,483.890015,497.899994,497.899994,5132500,
21-08-2020,496.459991,498.130005,490,492.309998,492.309998,3921300,
24-08-2020,495.440002,501,483.160004,488.809998,488.809998,4762200,
25-08-2020,488.190002,492.470001,485.089996,490.579987,490.579987,5727700,
26-08-2020,492.5,549.039978,492.079987,547.530029,547.530029,20373700,
27-08-2020,537.780029,541,521.25,526.27002,526.27002,9062900,
28-08-2020,532,539,522,523.890015,523.890015,4417500,
31-08-2020,521.159973,531.98999,517.580017,529.559998,529.559998,4941400,
01-09-2020,532.599976,557.390015,532.450012,556.549988,556.549988,9572700,
02-09-2020,553.780029,556.5,537.369995,552.840027,552.840027,5886900,
03-09-2020,545,554,521.320007,525.75,525.75,9071100,
04-09-2020,520.179993,527.359985,485.980011,516.049988,516.049988,8270100,
08-09-2020,498.399994,522,495,507.019989,507.019989,5572700,
09-09-2020,519.210022,520,492.570007,500.190002,500.190002,6848100,
10-09-2020,503.350006,506.290009,478.839996,480.670013,480.670013,6240200,
11-09-2020,486.48999,493.730011,476.809998,482.029999,482.029999,5035200,
14-09-2020,480.619995,488.98999,471.299988,476.26001,476.26001,7359100,
15-09-2020,484,497.470001,481.630005,495.98999,495.98999,5337000,
16-09-2020,499.98999,504.660004,483.309998,483.859985,483.859985,4394900,
17-09-2020,475.160004,478.399994,463.269989,470.200012,470.200012,5379300,
18-09-2020,472.51001,479.399994,458.600006,469.959991,469.959991,6717700,
21-09-2020,467.690002,487.779999,466.320007,487.350006,487.350006,5457500,
22-09-2020,489.01001,491.820007,479.26001,491.170013,491.170013,3482300,
23-09-2020,491.040009,491.040009,469,470.609985,470.609985,3726400,
24-09-2020,470.529999,477,467.820007,473.079987,473.079987,3727200,
25-09-2020,474.390015,484.869995,468.029999,482.880005,482.880005,3769400,
28-09-2020,489.109985,492,477.880005,490.649994,490.649994,4773500,
29-09-2020,489.5,496.290009,486.529999,493.480011,493.480011,3541500,
30-09-2020,492.570007,504.630005,489.269989,500.029999,500.029999,4634100,
01-10-2020,506.029999,529.549988,503.600006,527.51001,527.51001,8153700,
02-10-2020,516.429993,526.369995,502.700012,503.059998,503.059998,6071200,
05-10-2020,506.799988,520.98999,501.700012,520.650024,520.650024,4088100,
06-10-2020,518.719971,521.820007,504.160004,505.869995,505.869995,4199000,
07-10-2020,518,536.48999,515.820007,534.659973,534.659973,7988700,
08-10-2020,533.47998,535,524.150024,531.789978,531.789978,5386500,
09-10-2020,537.830017,544.280029,535,539.440002,539.440002,4781300,
12-10-2020,548.809998,551.809998,538.23999,539.809998,539.809998,5391100,
13-10-2020,540.559998,557.650024,537.200012,554.090027,554.090027,5602500,
14-10-2020,562.609985,572.48999,541,541.450012,541.450012,9499000,
15-10-2020,545.52002,551.219971,535.099976,541.940002,541.940002,5113100,
16-10-2020,549.5,554.330017,530.030029,530.789978,530.789978,6347400,
19-10-2020,537.070007,541.799988,525.380005,530.719971,530.719971,7567500,
20-10-2020,528.140015,533.780029,522.26001,525.419983,525.419983,10047200,
21-10-2020,501.029999,506.850006,488.25,489.049988,489.049988,17405700,
22-10-2020,494.690002,495.140015,482,485.230011,485.230011,6997900,
23-10-2020,488.109985,490.059998,481.350006,488.279999,488.279999,4927900,
26-10-2020,487.029999,496.820007,478.899994,488.23999,488.23999,6186100,
27-10-2020,490.01001,490.48999,482.929993,488.929993,488.929993,3627200,
28-10-2020,486.359985,494,483.279999,486.23999,486.23999,5992700,
29-10-2020,488.5,513.900024,479.339996,504.209991,504.209991,11120700,
30-10-2020,502.01001,505.880005,472.209991,475.73999,475.73999,7807900,
02-11-2020,478.869995,486.299988,475,484.119995,484.119995,4408200,
03-11-2020,484.929993,495.309998,478.76001,487.220001,487.220001,3690200,
04-11-2020,495.359985,507.730011,493.980011,496.950012,496.950012,5137300,
05-11-2020,506.559998,518.72998,503.450012,513.76001,513.76001,5372800,
06-11-2020,515,515.210022,502.51001,514.72998,514.72998,4236300,
09-11-2020,485.540009,495.850006,467.26001,470.5,470.5,10419700,
10-11-2020,470.950012,484.600006,463.410004,480.23999,480.23999,8306100,
11-11-2020,483,491.679993,478.26001,490.76001,490.76001,5460500,
12-11-2020,491,496.519989,480.429993,486.769989,486.769989,5063700,
13-11-2020,486.769989,488.940002,477.799988,482.839996,482.839996,3002700,
16-11-2020,480,485.579987,477.299988,479.100006,479.100006,3953600,
17-11-2020,480.119995,487.51001,478.850006,480.630005,480.630005,3698100,
18-11-2020,481.950012,488.609985,477.720001,481.790009,481.790009,3629200,
19-11-2020,482,487.799988,480.470001,484.670013,484.670013,2254700,
20-11-2020,485.220001,494.76001,481.570007,488.23999,488.23999,4253400,
23-11-2020,490.459991,491.149994,475.839996,476.619995,476.619995,5416600,
24-11-2020,478.839996,484.049988,475.890015,482.880005,482.880005,3550500,
25-11-2020,485.130005,486.899994,478.920013,485,485,3598600,
27-11-2020,486.579987,493.25,481.850006,491.359985,491.359985,2805800,
30-11-2020,490.079987,492.549988,481.269989,490.700012,490.700012,3530900,
01-12-2020,492.339996,509.470001,491.980011,504.579987,504.579987,5052700,
02-12-2020,501.619995,506.799988,493.5,503.380005,503.380005,3028400,
03-12-2020,502.98999,508.769989,496.040009,497.519989,497.519989,2826100,
04-12-2020,497.5,504.5,493.640015,498.309998,498.309998,3666200,
07-12-2020,500.01001,517.76001,497.769989,515.780029,515.780029,4289300,
08-12-2020,517.900024,521.48999,505.549988,512.659973,512.659973,4229000,
09-12-2020,510.529999,514.5,491.290009,493.600006,493.600006,4178800,
10-12-2020,494.559998,503.769989,492.910004,501.089996,501.089996,3018200,
11-12-2020,495,503.339996,494.850006,503.220001,503.220001,3210900,
14-12-2020,505.440002,524.159973,501.179993,522.419983,522.419983,5770400,
15-12-2020,518.5,524.700012,513.559998,519.780029,519.780029,3394900,
16-12-2020,520.109985,527.380005,517.690002,524.830017,524.830017,3682400,
17-12-2020,529,535.48999,526.440002,532.900024,532.900024,3193400,
18-12-2020,533.200012,536.369995,526.02002,534.450012,534.450012,4502700,
21-12-2020,530.049988,532.619995,521.150024,528.909973,528.909973,3894000,
22-12-2020,527.690002,530.400024,520.5,527.330017,527.330017,1906600,
23-12-2020,524.76001,526.320007,514.200012,514.47998,514.47998,2393200,
24-12-2020,515.119995,519.349976,512.210022,513.969971,513.969971,1144000,
28-12-2020,516.429993,523.659973,507.130005,519.119995,519.119995,2891900,
29-12-2020,519.900024,536.549988,515.47998,530.869995,530.869995,4022400,
30-12-2020,530.130005,533.26001,523.690002,524.590027,524.590027,1876300,
31-12-2020,525.530029,545.5,523.150024,540.72998,540.72998,5392300,
04-01-2021,539,540.799988,515.090027,522.859985,522.859985,4444400,
05-01-2021,521.549988,526.780029,515.890015,520.799988,520.799988,3133900,
06-01-2021,511.970001,513.099976,499.5,500.48999,500.48999,5346200,
07-01-2021,508.279999,516.440002,506.420013,508.890015,508.890015,3686400,
08-01-2021,511.309998,513.23999,504.51001,510.399994,510.399994,2973900,
11-01-2021,507.839996,510.730011,497.950012,499.100006,499.100006,3806200,
12-01-2021,500,501.089996,485.670013,494.25,494.25,5990400,
13-01-2021,495.5,512.349976,493.01001,507.790009,507.790009,5032100,
14-01-2021,507.350006,514.5,499.579987,500.859985,500.859985,4177400,
15-01-2021,500,506.320007,495.100006,497.980011,497.980011,5895800,
19-01-2021,501,509.25,493.540009,501.769989,501.769989,12315800,
20-01-2021,565.419983,593.289978,556.859985,586.340027,586.340027,32637500,
21-01-2021,582.450012,588.75,570.400024,579.840027,579.840027,11802100,
22-01-2021,582.099976,583.98999,564.349976,565.169983,565.169983,7550800,
25-01-2021,567,569.75,548.650024,556.780029,556.780029,7207300,
26-01-2021,554.72998,567.98999,554.059998,561.929993,561.929993,5023800,
27-01-2021,550.710022,556.419983,515.72998,523.280029,523.280029,8670300,
28-01-2021,535.880005,553.150024,530.73999,538.599976,538.599976,5969000,
29-01-2021,538,541,530.179993,532.390015,532.390015,4325300,
01-02-2021,536.789978,545.059998,531.72998,539.039978,539.039978,3547500,
02-02-2021,542.01001,555.47998,538.929993,548.159973,548.159973,3767600,
03-02-2021,550.169983,550.47998,538.23999,539.450012,539.450012,3172300,
04-02-2021,539.809998,559.47998,537.51001,552.159973,552.159973,5164500,
05-02-2021,552.26001,554.440002,545.47998,550.789978,550.789978,2376200,
08-02-2021,555,555,543.700012,547.919983,547.919983,2791700,
09-02-2021,546,566,543,559.070007,559.070007,3703500,
10-02-2021,562.5,566.650024,553.460022,563.590027,563.590027,3991300,
11-02-2021,564.440002,565.929993,554.219971,557.590027,557.590027,2730600,
12-02-2021,556.940002,561.25,550.849976,556.52002,556.52002,2197100,
16-02-2021,557.289978,563.630005,552.72998,557.280029,557.280029,2624100,
17-02-2021,550.98999,555.25,543.030029,551.340027,551.340027,2069600,
18-02-2021,549,550,538.22998,548.219971,548.219971,2456200,
19-02-2021,548,548.98999,538.809998,540.219971,540.219971,2841500,
22-02-2021,534.98999,541.789978,530.789978,533.780029,533.780029,3078600,
23-02-2021,525,548.539978,518.280029,546.150024,546.150024,4136500,
24-02-2021,539.799988,556.849976,539.070007,553.409973,553.409973,3245000,
25-02-2021,550.27002,556.47998,535.75,546.700012,546.700012,4252900,
26-02-2021,546.51001,553.090027,538,538.849976,538.849976,3755600,
01-03-2021,545.570007,552.140015,542,550.640015,550.640015,3041400,
02-03-2021,553.340027,556.98999,546.02002,547.820007,547.820007,3042200,
03-03-2021,545.929993,548.01001,517.809998,520.700012,520.700012,5362400,
04-03-2021,521.5,531.5,507.679993,511.290009,511.290009,5034800,
05-03-2021,511.980011,517.76001,498.790009,516.390015,516.390015,5070000,
08-03-2021,514.460022,518.840027,492.850006,493.329987,493.329987,3981800,
09-03-2021,507.309998,513.109985,503.820007,506.440002,506.440002,3470000,
10-03-2021,513.5,518.969971,504.25,504.540009,504.540009,3771500,
11-03-2021,512.200012,530.23999,510.709991,523.059998,523.059998,4714500,
12-03-2021,512.5,526.51001,506.589996,518.02002,518.02002,3981700,
15-03-2021,516.320007,520.72998,508.029999,520.25,520.25,3484300,
16-03-2021,524.469971,533.419983,523.210022,524.030029,524.030029,3238900,
17-03-2021,522,528.369995,514.299988,524.440002,524.440002,2817400,
18-03-2021,516.400024,517.900024,503.850006,504.790009,504.790009,4094500,
19-03-2021,504.959991,513.190002,501.630005,512.179993,512.179993,4386400,
22-03-2021,509.130005,529.309998,509.130005,523.109985,523.109985,3360600,
23-03-2021,529.869995,543.119995,529.400024,535.090027,535.090027,5583500,
24-03-2021,533.780029,534.419983,520,520.809998,520.809998,4102200,
25-03-2021,516.98999,518.530029,497,502.859985,502.859985,4926800,
26-03-2021,502.820007,508.720001,496.679993,508.049988,508.049988,3467800,
29-03-2021,505.660004,518,504.399994,513.950012,513.950012,3330000,
30-03-2021,510.51001,514.409973,506.910004,513.390015,513.390015,2418100,
31-03-2021,515.669983,528.130005,515.440002,521.659973,521.659973,3503100,
01-04-2021,529.929993,540.5,527.030029,539.419983,539.419983,3938600,
05-04-2021,540.01001,542.849976,529.22998,540.669983,540.669983,3355900,
06-04-2021,544.809998,554.169983,543.299988,544.530029,544.530029,3474200,
07-04-2021,543.5,549.640015,541.450012,546.98999,546.98999,2151300,
08-04-2021,551.130005,556.900024,547.570007,554.580017,554.580017,4309800,
09-04-2021,552.690002,556.900024,547.109985,555.309998,555.309998,2894000,
12-04-2021,551.049988,557.97998,549.580017,552.780029,552.780029,2944100,
13-04-2021,557,559.75,550.299988,553.72998,553.72998,2720300,
14-04-2021,554.869995,554.869995,538.530029,540.02002,540.02002,3740300,
15-04-2021,544.169983,553.48999,542.659973,549.219971,549.219971,3139100,
16-04-2021,550.539978,551.97998,539.51001,546.539978,546.539978,3209100,
19-04-2021,546.900024,556.440002,545.530029,554.440002,554.440002,4288700,
20-04-2021,554.419983,563.559998,546.299988,549.570007,549.570007,11257600,
21-04-2021,508,515.460022,503.600006,508.899994,508.899994,22897400,
22-04-2021,513.820007,513.960022,500.549988,508.779999,508.779999,9061100,
23-04-2021,509.01001,509.700012,500.700012,505.549988,505.549988,7307700,
26-04-2021,506.76001,510.480011,503,510.299988,510.299988,4388800,
27-04-2021,512.619995,512.98999,504.579987,505.549988,505.549988,3761300,
28-04-2021,505.200012,508.399994,503.339996,506.519989,506.519989,3193000,
29-04-2021,507.600006,509.290009,499,509,509,5127800,
30-04-2021,505,514.549988,505,513.469971,513.469971,4413200,
03-05-2021,512.650024,518.950012,505.200012,509.109985,509.109985,4091900,
04-05-2021,510.779999,511.630005,496.790009,503.179993,503.179993,4349500,
05-05-2021,504.98999,507.779999,494.630005,496.079987,496.079987,3129400,
06-05-2021,495.98999,499.549988,491.369995,499.549988,499.549988,3783700,
07-05-2021,504.619995,508.549988,501.119995,503.839996,503.839996,3132800,
10-05-2021,502,503.149994,486.109985,486.690002,486.690002,5131600,
11-05-2021,479.75,497.98999,478.630005,495.079987,495.079987,4401000,
12-05-2021,486.829987,493.540009,482.700012,484.980011,484.980011,4121500,
13-05-2021,489.130005,490.779999,482.709991,486.660004,486.660004,2712500,
14-05-2021,487.859985,494.850006,486.589996,493.369995,493.369995,2882500,
17-05-2021,485.589996,492.709991,482.809998,488.940002,488.940002,2705200,
18-05-2021,488.399994,493.480011,486.190002,486.279999,486.279999,2350500,
19-05-2021,481.630005,488.570007,478.540009,487.700012,487.700012,3349900,
20-05-2021,489.549988,502.700012,488.980011,501.670013,501.670013,3721200,
21-05-2021,503.119995,505.399994,497.26001,497.890015,497.890015,3322900,
24-05-2021,501.049988,504.25,499.51001,502.899994,502.899994,2412600,
25-05-2021,506,506.369995,499.220001,501.339996,501.339996,2699500,
26-05-2021,502.339996,504.140015,500.5,502.359985,502.359985,2465300,
27-05-2021,501.799988,505.100006,498.540009,503.859985,503.859985,3253800,
28-05-2021,504.399994,511.76001,502.529999,502.809998,502.809998,2910300,
01-06-2021,504.01001,505.410004,497.73999,499.079987,499.079987,2482600,
02-06-2021,499.820007,503.220001,495.820007,499.23999,499.23999,2269000,
03-06-2021,495.190002,496.660004,487.25,489.429993,489.429993,3887400,
04-06-2021,492,501.859985,490.950012,494.73999,494.73999,3160500,
07-06-2021,492.920013,496.700012,490.549988,494.660004,494.660004,2791900,
08-06-2021,497,498.820007,489.369995,492.390015,492.390015,2374000,
09-06-2021,494.5,496.089996,484.649994,485.809998,485.809998,3055000,
10-06-2021,487.170013,490.209991,482.140015,487.269989,487.269989,4382900,
11-06-2021,490,491.410004,487.779999,488.769989,488.769989,3124000,
14-06-2021,489.679993,503.5,486.910004,499.890015,499.890015,4400200,
15-06-2021,501.230011,501.230011,490.399994,491.899994,491.899994,3104100,
16-06-2021,495,496.459991,486.279999,492.410004,492.410004,3533200,
17-06-2021,490.25,501.799988,490.149994,498.339996,498.339996,3198300,
18-06-2021,496.399994,504.48999,495.23999,500.769989,500.769989,5197600,
21-06-2021,501.640015,502.049988,492.279999,497,497,5277300,
22-06-2021,498.540009,513.549988,495.799988,508.820007,508.820007,5809300,
23-06-2021,508.480011,516.630005,508.200012,512.73999,512.73999,3944800,
24-06-2021,517.960022,520.960022,514.400024,518.059998,518.059998,3361200,
25-06-2021,528.840027,533.059998,525,527.070007,527.070007,5299100,
28-06-2021,528.119995,533.940002,524.559998,533.030029,533.030029,2820200,
29-06-2021,533.549988,536.130005,528.570007,533.5,533.5,2314600,
30-06-2021,534.059998,534.380005,526.820007,528.210022,528.210022,2773400,
01-07-2021,525.719971,537.039978,525.719971,533.539978,533.539978,2805400,
02-07-2021,535.5,538.539978,529.390015,533.97998,533.97998,1975500,
06-07-2021,533,542.859985,533,541.640015,541.640015,2775100,
07-07-2021,544.23999,544.640015,531.659973,535.960022,535.960022,2722500,
08-07-2021,530.929993,535.5,529.090027,530.76001,530.76001,3269000,
09-07-2021,531,538.26001,528.580017,535.97998,535.97998,2777200,
12-07-2021,540.299988,540.650024,532.919983,537.309998,537.309998,1780700,
13-07-2021,535.76001,545.330017,535.76001,540.679993,540.679993,2751600,
14-07-2021,541.01001,554.099976,541.01001,547.950012,547.950012,4659500,
15-07-2021,553.969971,557.539978,538.200012,542.950012,542.950012,5713900,
16-07-2021,541.809998,544.059998,527.049988,530.309998,530.309998,3442100,
19-07-2021,526.049988,534.909973,522.23999,532.280029,532.280029,3885800,
